articlesShortDescription,Date
"U.S. Secretary of State Rex Tillerson said on Sunday it was time for Iranian-backed militias and their Iranian advisers who helped Iraq defeat Islamic State to ""go home"", after a rare joint meeting with the leaders of Iraq and Saudi Arabia.",2017-10-22 13:38:34
"U.S. Secretary of State Rex Tillerson said on Sunday it was time for Iranian-backed militias and their Iranian advisers who helped Iraq defeat Islamic State to ""go home"", after a rare joint meeting with the leaders of Iraq and Saudi Arabia.",2017-10-22 13:38:34
"U.S.-backed militias said they captured Syria's largest oil field on Sunday, pressing their assault against Islamic State in the east of the country.",2017-10-22 07:52:04
"China's top steel maker Baowu Steel Group Co, formed in a mega merger last year, will consider other merger and acquisition opportunities amid a government drive to consolidate the market and cut overcapacity.",2017-10-22 07:02:41
"An Iranian vessel with 19 sailors on board has been seized near a Yemeni island by local fishermen, Yemen's prime minister said on Saturday.",2017-10-21 19:54:30
"U.S. President Donald Trump on Saturday hailed the defeat of Islamic State fighters in their self-proclaimed capital of Raqqa as ""a critical breakthrough"" in a worldwide campaign against the militants.",2017-10-21 18:46:35
A federal judge in Hawaii extended his halt of U.S. President Donald Trump's travel ban on citizens from six Muslim-majority countries.,2017-10-21 15:59:10
U.S. Secretary of State Rex Tillerson arrived in Riyadh on Saturday to attend a landmark meeting between officials from Saudi Arabia and Iraq aimed at improving relations between the two countries and countering Iran’s growing regional influence.,2017-10-21 14:20:39
"The U.S government issued a rare public warning that sophisticated hackers are targeting energy and industrial firms, the latest sign that cyber attacks present an increasing threat to the power industry and other public infrastructure.",2017-10-21 13:33:34
"Turkey's banking regulator urged the public on Saturday to ignore rumors about financial institutions, in an apparent dismissal of a report that some Turkish banks face billions of dollars of U.S. fines over alleged violations of Iran sanctions.",2017-10-21 13:30:23
"Russian President Vladimir Putin and Turkish President Tayyip Erdogan discussed an upcoming meeting of the Astana process on the Syrian conflict in the Kazakh capital in late October, the Kremlin said on Saturday.",2017-10-21 10:22:42
"Five projectiles from Syria set off air raid sirens in Israeli towns on Saturday, prompting the Israeli military to say it would step up its response to stray fire from the Syrian war that has repeatedly spilled over the border.",2017-10-21 09:28:18
"Iraq said on Saturday it was increasing oil exports from the southern Basra region by 200,000 barrels per day to make up for a shortfall from the northern Kirkuk fields.",2017-10-21 07:36:13
"Iraq said it was increasing oil exports on Saturday from the southern Basra region by 200,000 barrels per day to make up for a shortfall from the northern Kirkuk fields.",2017-10-21 06:15:17
"A senior Iranian military commander repeatedly warned Kurdish leaders in northern Iraq to withdraw from the oil city of Kirkuk or face an onslaught by Iraqi forces and allied Iranian-backed fighters, Kurdish officials briefed on the meetings said.",2017-10-21 06:01:56
"A senior Iranian military commander repeatedly warned Kurdish leaders in northern Iraq to withdraw from the oil city of Kirkuk or face an onslaught by Iraqi forces and allied Iranian-backed fighters, Kurdish officials briefed on the meetings said.",2017-10-20 17:26:56
"A senior Iranian military commander repeatedly warned Kurdish leaders in northern Iraq to withdraw from the oil city of Kirkuk or face an onslaught by Iraqi forces and allied Iranian-backed fighters, Kurdish officials briefed on the meetings said.",2017-10-20 17:26:56
"The U.S. House of Representatives will vote next week on new sanctions on Iran's ballistic missile program and on Lebanon's Iran-backed Hezbollah militia, senior House Republicans said on Friday, seeking to take a tough line against Iran without immediately moving to undermine...",2017-10-20 17:02:51
"France wants to take action to tackle Iran's missile program and ""destabilizing"" behavior but believes scrapping the 2015 nuclear deal would help hardliners and be a step towards future war, France's defense minister said on Friday.",2017-10-20 14:45:12
French businesses and foreign and finance ministry officials will meet next week as they work together to understand better the consequences of U.S. President Donald Trump's refusal to certify the 2015 Iran nuclear deal.,2017-10-20 14:03:56
"Russia's biggest oil company, Rosneft <ROSN.MM>, has agreed to take control of Iraqi Kurdistan's main oil pipeline, boosting its investment in the autonomous region to $3.5 billion despite Baghdad's military action sparked by a Kurdish vote for independence.",2017-10-20 10:15:44
"Russia's biggest oil company, Rosneft <ROSN.MM>, has agreed to take control of Iraqi Kurdistan's main oil pipeline, boosting its investment in the autonomous region to $3.5 billion despite Baghdad's military action sparked by a Kurdish vote for independence.",2017-10-20 10:15:44
"The anti-missile shield being built by Washington on foreign soil is a key problem for Russia and China, Russian Foreign Minister Sergei Lavrov said on Friday.",2017-10-20 08:40:20
Russian Foreign Minister Sergei Lavrov urged world powers on Friday to get behind a joint Russian-Chinese roadmap for settling the crisis over North Korea's weapons program.,2017-10-20 08:36:22
"Iran's military chief of staff visited a frontline position near the Syrian city of Aleppo, a military news outlet run by the Lebanese group Hezbollah reported on Friday, during a visit that has underlined Tehran's deep military role in Syria.",2017-10-20 08:06:07
"Iraqi forces on Friday took control of the last district in the oil-rich province of Kirkuk still in the hands of Kurdish Peshmerga fighters following a three-hour battle, security sources said.",2017-10-20 07:44:00
"Iraqi forces on Friday took control of the last district in the oil-rich province of Kirkuk still in the hands of Kurdish Peshmerga fighters following a three-hour battle, security sources said.",2017-10-20 07:44:00
"U.S. President Donald Trump risks driving Iran towards nuclear proliferation and worsening a standoff with North Korea if Washington ends a nuclear deal with Tehran, former U.S. Secretary of State John Kerry said late on Thursday.",2017-10-19 21:28:49
"Donald Trump’s undermining of the Iran nuclear deal only shrinks U.S. options for dealing with North Korea. The U.S. president’s decertification of Tehran’s compliance will be well noted in Pyongyang, giving North Korean leader Kim Jong Un a credible excuse for refusing...",2017-10-19 21:20:03
"Russian President Vladimir Putin said on Thursday he had all grounds to believe that Moscow, along with Damascus, would soon defeat terrorists in Syria.",2017-10-19 16:21:09
Kurdish officials said on Thursday thousands of their people had fled Kirkuk region fearing persecution since Iraqi armed forces retook it following a referendum on Kurdish independence that was rejected by Baghdad.,2017-10-19 12:34:05
"Kurdish forces have not withdrawn from the Khurmala oil field, northwest of Kirkuk, Erbil-based Rudaw TV said on Thursday, citing a Peshmerga commander.",2017-10-19 08:54:53
"Iran's elite Islamic Revolutionary Guards (IRGC) said on Thursday its ballistic missile programme would accelerate despite U.S. and European Union pressure to suspend it, the semi-official Tasnim news agency reported.",2017-10-19 08:29:55
"China's steel output dropped in September from a record high the previous month as mills in the world's top producer cut production in line with Beijing's campaign for clearer skies, pointing to further drops as winter curbs set in.",2017-10-19 02:53:35
"China's steel output dropped in September from a record high the previous month as mills in the world's top producer cut production in line with Beijing's campaign for clearer skies, pointing to further drops as winter curbs set in.",2017-10-19 02:53:35
"The remaining preferred shareholders of Brazil's Vale SA <VALE5.SA> on Wednesday voted to accept a plan obliging them to convert their shares into a single stock class, finalizing a process that is part of the miner's bid to improve corporate governance.",2017-10-18 23:02:57
"A United States Congress decision on the Iran nuclear deal could clarify Washington's stance on the international accord and lead to a positive outcome for Total <TOTF.PA> and its planned $5 billion Iranian gas project, its CEO said on Wednesday.",2017-10-18 17:29:49
"Russian state oil major Rosneft has agreed to invest $400 million in five oil blocks in Iraqi Kurdistan, increasing Moscow's exposure to the semi-autonomous region despite a major spike in tensions with the central government in Baghdad.",2017-10-18 17:13:45
"A second U.S. federal judge has blocked parts of President Donald Trump's latest travel ban on people entering the United States from eight countries, dealing another legal blow to the administration's third bid to impose travel restrictions.",2017-10-18 12:48:12
"Russian President Vladimir Putin had a telephone conversation with Israeli Prime Minister Benjamin Netanyahu to discuss the Iran nuclear program, the Kremlin said on Wednesday.",2017-10-18 11:51:47
"Iraq said on Wednesday it wanted to bring back BP to help develop Kirkuk oilfields, which Baghdad's military took over this week from the Kurdish Pershmerga forces, but the oil major said it was in no rush to return until security improves.",2017-10-18 11:33:04
"Iraq said on Wednesday it wanted to bring back BP to help develop Kirkuk oilfields, which Baghdad's military took over this week from the Kurdish Pershmerga forces, but the oil major said it was in no rush to return until security improves.",2017-10-18 11:33:04
"Iraq said on Wednesday it wanted to bring back BP to help develop Kirkuk oilfields, which Baghdad's military took over this week from the Kurdish Pershmerga forces, but the oil major said it was in no rush to return until security improves.",2017-10-18 11:33:04
"Iranian Supreme Leader Ayatollah Ali Khamenei said on Wednesday Tehran would stick to its 2015 nuclear accord with world powers as long as the other signatories respected it, but would ""shred"" the deal if Washington pulled out, state TV reported.",2017-10-18 09:41:05
"Iran's military chief warned Israel against breaching Syrian airspace and territory on a visit to Damascus on Wednesday, raising tensions with Israel as it voices deep concern over Tehran's influence in Syria.",2017-10-18 09:14:57
"Iran's military chief warned Israel against breaching Syrian airspace and territory on a visit to Damascus on Wednesday, raising tensions with Israel as it voices deep concern over Tehran's influence in Syria.",2017-10-18 09:14:57
"Kurdish Peshmerga forces returned on Wednesday to positions they held in June 2014, before Islamic State invaded northern and western Iraq, a senior Iraqi military commander told Reuters.",2017-10-18 08:16:11
"More than three weeks after Iraq's Kurds voted for independence, it's business as usual at the bustling Ibrahim Khalil border crossing with Turkey.",2017-10-18 07:18:26
"Iraqi Oil Minister Jabar al-Luaibi has asked BP ''to quickly make plans to develop the Kirkuk oifields,'' an oil ministry statement said on Wednesday.",2017-10-18 06:27:46
"Iraqi forces have taken control of areas previously held by Kurdish forces in Mosul's Nineveh province in northern Iraq, a military statement said on Wednesday.",2017-10-18 05:37:47
China's steel mills and traders are embracing more sophisticated ways to sell metal and buy raw materials to protect their bumper profits amid rising price volatility.,2017-10-18 05:27:42
China's steel mills and traders are embracing more sophisticated ways to sell metal and buy raw materials to protect their bumper profits amid rising price volatility.,2017-10-18 05:27:42
"Qatar's foreign minister suggested on Tuesday that measures taken by Saudi Arabia and three other Arab states in their dispute with Qatar had hurt the U.S.-led fight against Islamic State, according to the text of an interview with CNBC.",2017-10-18 00:30:03
"Rio Tinto said on Wednesday it intends to ""vigorously defend itself"" against charges by the U.S. Securities and Exchange Commission that the company inflated the value of coal assets in Mozambique acquired for $3.7 billion and sold a few years later for $50 million.",2017-10-17 22:37:21
"Global miner BHP Billiton reported a 4 percent drop in quarterly iron ore output following a fire at its Mount Whaleback mine in Australia in June, but said it still expects to hit its annual production target.",2017-10-17 22:07:18
"A British-Iranian charity worker serving a jail sentence in Tehran received a letter from ex-prime minister David Cameron that showed she had ties to the British government, a prosecutor said on Tuesday, according to Mizan, the news site of the Iranian judiciary.",2017-10-17 21:23:06
"A U.S. judge on Tuesday blocked President Donald Trump's latest bid to impose restrictions on citizens from several countries entering the United States, which would have taken effect this week.",2017-10-17 18:53:55
"A U.S. judge on Tuesday blocked President Donald Trump's latest bid to impose restrictions on citizens from several countries entering the United States, which would have taken effect this week.",2017-10-17 18:53:55
"Israel said on Tuesday it would not hold peace negotiations with a Palestinian government dependent on the Islamist Hamas group, responding to a new reconciliation agreement between the two main Palestinian factions.",2017-10-17 18:52:18
"Iran is ready to do business with U.S. oil and gas companies, oil minister Bijan Zanganeh said on Tuesday, according to SHANA, the news site of the Iranian oil ministry.",2017-10-17 18:41:03
French oil and gas major Total will try to push ahead with its Iran gas project if the United States decides to impose unilateral sanctions on Teheran after President Donald Trump said he will not certify the landmark Iran nuclear deal.,2017-10-17 17:47:10
"Britain faces the most acute threat ever from Islamist militants seeking to inflict mass attacks, often with spontaneous plots that take just days to bring to execution, the head of the MI5 domestic intelligence agency said on Tuesday.",2017-10-17 17:03:43
"Iraq's dollar-denominated bonds jumped nearly one cent on Tuesday, more than making up for Monday's losses, after Baghdad government forces recaptured territory from Kurds across northern Iraq, including oil fields around Kirkuk.",2017-10-17 15:46:48
"U.S. President Donald Trump's revised hardline policy towards Iran will have little impact on Tehran's ambition to develop its vital oil industry and attract foreign investment, a senior Iranian official said on Tuesday.",2017-10-17 15:17:13
"U.S. President Donald Trump's revised hardline policy towards Iran will have little impact on Tehran's ambition to develop its vital oil industry and attract foreign investment, a senior Iranian official said on Tuesday.",2017-10-17 15:17:13
"President Donald Trump's hawkish new approach towards Tehran, coupled with banking worries and domestic political turbulence in both countries, are causing growing uncertainty over Iran's $36 billion deal to buy airliners from Boeing, Airbus and ATR.",2017-10-17 13:38:44
The detail of China's record iron ore imports in September is likely to prove more interesting than the headline-grabbing surge above 100 million tonnes for the first time.,2017-10-17 12:01:48
"The Baghdad government recaptured territory from Kurds across the breadth of northern Iraq on Tuesday, making startlingly rapid gains in a sudden campaign that has shifted the balance of power in the country almost overnight.",2017-10-17 10:52:20
"The Baghdad government recaptured territory from Kurds across the breadth of northern Iraq on Tuesday, making startlingly rapid gains in a sudden campaign that has shifted the balance of power in the country almost overnight.",2017-10-17 10:52:20
"Iraqi forces completed an operation to take control of all oil fields operated by state-owned North Oil Company in the Kirkuk region on Tuesday, a senior military officer said.",2017-10-17 06:55:02
The detail of China's record iron ore imports in September is likely to prove more interesting than the headline-grabbing surge above 100 million tonnes for the first time.,2017-10-17 05:24:28
"The Organization of Petroleum Exporting Countries (OPEC) has a compliance rate with their output cut pledges of about 86 percent, Fatih Birol, the executive director of the International Energy Agency (IEA), said on Tuesday.",2017-10-17 04:35:06
"U.S. Senator Bob Corker, the Republican chairman of the Senate Foreign Relations Committee, urged President Donald Trump's administration on Monday to work closely with European allies as it develops its new Iran policy.",2017-10-16 23:22:18
"Global miner Rio Tinto on Tuesday said it had lifted its third quarter iron ore shipments by 6 percent after modernizing its haulage railway in Australia's outback, but cut its production target for copper due to delays at a major mine in Chile.",2017-10-16 21:45:12
"Global miner Rio Tinto on Tuesday said it had lifted its third quarter iron ore shipments by 6 percent after modernizing its haulage railway in Australia's outback, but cut its production target for copper due to delays at a major mine in Chile.",2017-10-16 21:45:12
"U.S. forces killed dozens of Islamic State members in a strike on Monday on two training camps in Yemen, the Pentagon said.",2017-10-16 21:29:24
A U.S. judge on Monday questioned attorneys defending the Trump administration about a classified report the government is using to justify its latest ban on citizens of some countries from entering the United States.,2017-10-16 20:37:21
"Iraqi forces removed on Monday the Kurdish flag that was hoisted on the governorate building in April next to an Iraqi flag, said residents, adding that only the Iraqi flag was flying.",2017-10-16 13:53:24
"British Prime Minister Theresa May is expecting a ""constructive"" meeting in Brussels on Monday with senior European Union officials as part of her attempt to achieve a smooth exit from the bloc, her spokesman said on Monday.",2017-10-16 11:00:16
"Iraqi forces captured several positions south of Kirkuk from Kurdish fighters on Monday in their bid to regain control of the oil-rich city, which is part of a region that declared itself independent at a referendum last month.",2017-10-16 08:24:25
Iraq's dollar bonds fell on Monday as tensions between Baghdad and the Kurdistan Regional Government (KRG) escalated in the region of Kirkuk.,2017-10-16 08:19:24
"Iraqi on Monday forces captured the headquarters for the North Oil Company, northwest of Kirkuk, and a nearby refinery from Kurdish forces, without fighting, an Iraqi oil official said.",2017-10-16 08:17:55
"The European Union on Monday reaffirmed its support for a 2015 nuclear deal between Iran and world powers despite sharp criticism of the accord by President Donald Trump, and it urged U.S. lawmakers not to reimpose sanctions on Tehran.",2017-10-16 08:15:22
"The European Union on Monday reaffirmed its support for a 2015 nuclear deal between Iran and world powers despite sharp criticism of the accord by President Donald Trump, and it urged U.S. lawmakers not to reimpose sanctions on Tehran.",2017-10-16 08:15:22
French Foreign Minister Jean-Yves Le Drian said on Monday he hoped the U.S. Congress would not jeopardise the Iranian nuclear agreement after President Donald Trump warned he might pull out.,2017-10-16 08:12:55
"Oil and natural gas production from the Kirkuk region is proceeding normally on Monday despite an Iraqi military operation to seize the region form Kurdish forces, an Iraqi Oil Ministry official told Reuters.",2017-10-16 07:47:54
"Global steel demand growth is expected to slow to 1.6 percent next year, after strong growth in 2017 driven by demand from top consumer China, the World Steel Association (worldsteel) said on Monday.",2017-10-16 07:39:26
The following are the top stories in the Wall Street Journal. Reuters has not verified these stories and does not vouch for their accuracy.,2017-10-16 05:02:30
"Australian shares edged higher on Monday, hovering around a four-month high touched in the previous session, with material stocks leading the gains on a jump in base metal prices.",2017-10-16 01:22:25
"China’s central bank governor said the economy could grow 7 percent in the second half of this year, accelerating from the first six months and defying widespread expectations for a slowdown.",2017-10-16 01:03:37
"China’s central bank governor said the economy could grow 7 percent in the second half of this year, accelerating from the first six months and defying widespread expectations for a slowdown.",2017-10-16 01:03:37
"Iraqi government forces captured the major Kurdish-held oil city of Kirkuk on Monday, responding to a Kurdish referendum on independence with a bold lightning strike that transforms the balance of power in the country.",2017-10-15 22:15:04
"Iraqi government forces captured the major Kurdish-held oil city of Kirkuk on Monday, responding to a Kurdish referendum on independence with a bold lightning strike that transforms the balance of power in the country.",2017-10-15 22:15:04
"U.S. Secretary of State Rex Tillerson on Sunday minimized tensions with his boss, President Donald Trump, and brushed aside comments from an influential lawmaker, who compared Trump's undermining of his top diplomat to a public castration.",2017-10-15 18:43:20
Kuwait's oil minister Essam al-Marzouq said on Sunday that there were no signs at the moment of oil supply disruptions as a result of the United States hardened stance on a nuclear deal with Iran or a dispute in Iraq between Baghdad and Kurdish authorities.,2017-10-15 18:38:16
"Iranians quickly closed ranks against a hawkish new U.S. approach to Tehran, but Iran's powerful hardliners are set to exploit the latest dispute with Washington to weaken domestic rivals who are open to the West, analysts and insiders say.",2017-10-15 17:35:43
"The Iraqi government accused Kurdish authorities on Sunday of bringing fighters from Turkey's separatist Kurdistan Workers Party (PKK) to the disputed oil-rich city of Kirkuk, and said it considered the move a ""declaration of war.""",2017-10-15 16:51:08
"The Iraqi government accused Kurdish authorities on Sunday of bringing fighters from Turkey's separatist Kurdistan Workers Party (PKK) to the disputed oil-rich city of Kirkuk, and said it considered the move a ""declaration of war.""",2017-10-15 16:43:05
"Iran on Sunday shut its border crossings with Iraq's Kurdistan in support of measures taken by the Iraqi government to isolate the Kurdish region, the Iraqi foreign ministry said.",2017-10-15 16:18:05
"The Iraqi government accused Kurdish authorities on Sunday of bringing fighters from Turkey's separatist Kurdistan Workers Party (PKK) to the disputed oil-rich city of Kirkuk and said it considered the move a ""declaration of war"".",2017-10-15 16:18:04
Iraq's Kurdish leadership rejected on Sunday a demand by the Iraqi government that it cancels the outcome of an independence referendum as a precondition for talks to resolve the dispute.,2017-10-15 15:10:47
"Senior Trump administration officials said on Sunday that the United States was committed to remaining part of the Iran nuclear accord for now, despite President Donald Trump's criticisms of the deal and his warnings that he might pull out.",2017-10-15 14:06:07
"Senior Trump administration officials said on Sunday that the United States was committed to remaining part of the Iran nuclear accord for now, despite President Donald Trump's criticisms of the deal and his warnings that he might pull out.",2017-10-15 14:06:07
Iraq's Kurdish leadership rejected on Sunday a demand by the Iraqi government that it cancels the outcome of an independence referendum as a precondition for talks to resolve the dispute.,2017-10-15 12:59:44
"Britain and Germany agreed on Sunday they remained committed to the nuclear deal with Iran after a U.S. decision to decertify the agreement, a spokeswoman said after a call between Prime Minister Theresa May and German Chancellor Angela Merkel.",2017-10-15 11:20:08
"Iran on Sunday shut its border crossings with Iraq's Kurdistan in support of measures taken by the Iraqi government to isolate the Kurdish region, the Iraqi foreign ministry said.",2017-10-15 10:10:52
"Kurdish Peshmerga fighters rejected a warning from an Iraqi paramilitary force to withdraw from a strategic junction south of Kirkuk, which controls access to some of the region's main oilfields, a Kurdish security official said on Sunday.",2017-10-15 09:31:28
"Iranian Major General Qassem Soleimani has arrived in Iraq's Kurdistan region for talks about the escalating crisis between the Kurdish authorities and the Iraqi government following the Kurdish independence referendum, a Kurdish official said on Sunday.",2017-10-15 08:45:16
"Hundreds of protesters marched through Sydney on Sunday to call for detainees, being held in controversial centers for asylum seekers on remote Pacific islands, to be allowed to stay in Australia as a resettlement deadline approaches.",2017-10-15 08:05:01
"President Donald Trump's hardened stance on a multinational nuclear deal between Iran and six major powers will not have much impact on global oil prices, Iranian Oil Minister Bijan Zanganeh told state TV on Sunday.",2017-10-15 06:37:35
South Korea's imports of Iranian crude oil hit the highest level in six months in September amid Iran’s push to regain its lost market share during years it was under sanctions over its nuclear program.,2017-10-15 00:47:03
"Kurdish Peshmerga fighters rejected a warning from an Iraqi paramilitary force to withdraw from a strategic junction south of the oil-rich city of Kirkuk, a Kurdish security official told Reuters on Sunday.",2017-10-14 21:49:21
U.S. President Donald Trump's hardened stance towards Iran evoked a mixture of indifference and national pride among Iranians on Saturday but many were concerned about economic hardship should a multinational nuclear deal unravel.,2017-10-14 15:15:39
"An Israeli minister was not suggesting U.S. President Donald Trump's words could lead to war with Iran when he reacted to the U.S. leader's speech concerning the nuclear deal with the Islamic Republic, the minister's spokesman said on Saturday.",2017-10-14 14:08:42
"Tension flared on Saturday in the ethnically mixed Iraqi town of Tuz Khurmatu after a clash between Kurdish and Shi'ite Turkmen political parties divided over the independence of the Kurdistan region, security sources said on Saturday.",2017-10-14 11:40:57
"Iran carried out a cyber attack on British lawmakers earlier this year, The Times newspaper reported on Saturday, citing an intelligence assessment of the incident.",2017-10-14 10:15:51
"If the United States terminates the Iran nuclear deal or reimposes sanctions on Tehran it could result in Iran developing nuclear weapons and raise the danger of war close to Europe, Germany's foreign minister said on Saturday.",2017-10-14 10:05:28
"In Friday's speech laying out his strategy toward Iran and his decision not to certify it is complying with the 2015 nuclear agreement, U.S. President Donald Trump made a series of statements that analysts questioned.",2017-10-13 23:16:05
"In Friday's speech laying out his strategy toward Iran and his decision not to certify it is complying with the 2015 nuclear agreement, U.S. President Donald Trump made a series of statements that analysts questioned.",2017-10-13 23:16:05
Advocates for Americans imprisoned by Iranian authorities said on Friday they were concerned the Trump administration's hard line on Iran would close off the chance for talks to secure the prisoners' release.,2017-10-13 22:11:43
"Iran harshly reacted to President Donald Trump's decision not to certify its nuclear deal with six major powers, and President Hassan Rouhani said Tehran might walk away if the continuing agreement does not serve the country's national interests.",2017-10-13 19:43:58
"The United Arab Emirates said on Friday it fully supported the new U.S. policy toward Iran and it renewed its commitment to work with Washington to counter Iran's support of extremism, the state news agency WAM reported.",2017-10-13 19:37:58
"The chief of the U.N. atomic watchdog reiterated on Friday that Iran was under the world's ""most robust nuclear verification regime"" after U.S. President Donald Trump struck a blow against a 2015 Iran nuclear deal, in defiance of other world powers.",2017-10-13 19:37:58
U.S. Defense Secretary Jim Mattis said on Friday he had not yet seen any provocative actions from Iran following President Donald Trump's speech outlining a more confrontational approach to Iran and added there had been no change in U.S. military posture so far.,2017-10-13 19:37:58
"French President Emmanuel Macron assured Iranian President Hassan Rouhani on Friday of France's commitment to the 2015 Iranian nuclear deal, Macron's office said.",2017-10-13 19:21:19
"Iran harshly reacted to President Donald Trump's decision not to certify its nuclear deal with six major powers, and President Hassan Rouhani said Tehran might walk away if the continuing agreement does not serve the country's national interests.",2017-10-13 19:09:49
"Iran will remain committed to a multinational nuclear deal as long at it serves the country's national interests, and its ballistic missile programme will expand despite pressure from the United States, Iranian President Hassan Rouhani said on Friday.",2017-10-13 19:03:54
"Iran, U.S. allies in Europe and Russia on Friday defended the 2015 nuclear agreement with Tehran and said they would stick by it, after U.S. President Donald Trump threatened to terminate the agreement.",2017-10-13 19:03:20
"Iran, U.S. allies in Europe and Russia on Friday defended the 2015 nuclear agreement with Tehran and said they would stick by it, after U.S. President Donald Trump threatened to terminate the agreement.",2017-10-13 19:03:20
"Russia said on Friday after U.S. President Donald Trump chose not to certify a deal on Iran's nuclear program that there was no place in international diplomacy for aggressive rhetoric, and such methods were doomed to fail.",2017-10-13 18:23:45
"Russian Deputy Foreign Minister Sergei Ryabkov said on Friday it was ""extremely troubling"" that U.S. President Donald Trump was raising questions that had been settled when an international deal on Iran's nuclear program was signed, RIA news agency reported.",2017-10-13 18:23:44
"Russian Deputy Foreign Minister Sergei Ryabkov said on Friday it was ""extremely troubling"" that U.S. President Donald Trump was raising questions that had been settled when an international deal on Iran's nuclear program was signed, RIA news agency reported.",2017-10-13 18:23:44
"U.S. President Donald Trump said on Friday he wants to see action to fix the flaws he sees in the Iran nuclear deal in a short period of time, adding that he could end the deal instantaneously.",2017-10-13 18:23:44
"U.S. President Donald Trump said on Friday he wants to see action to fix the flaws he sees in the Iran nuclear deal in a short period of time, adding that he could end the deal instantaneously.",2017-10-13 18:23:44
"The No. 2 U.S. House of Representatives Republican, Majority Leader Kevin McCarthy, said on Friday he was committed to working with President Donald Trump to fix the Iran nuclear agreement but did not advocate ending the deal.",2017-10-13 18:08:16
"The No. 2 U.S. House of Representatives Republican, Majority Leader Kevin McCarthy, said on Friday he was committed to working with President Donald Trump to fix the Iran nuclear agreement but did not advocate ending the deal.",2017-10-13 18:08:16
"The U.S. military said on Friday it was identifying new areas where it could work with allies to put pressure on Iran in support of President Donald Trump's new strategy, which promises a far more confrontational approach to Tehran.",2017-10-13 17:59:11
"The United States cannot unilaterally cancel the 2015 nuclear deal between Iran and world powers, EU foreign policy chief Federica Mogherini said on Friday in reaction to President Donald Trump's decision not to certify the accord.",2017-10-13 17:59:11
"Israeli Prime Minister Benjamin Netanyahu congratulated U.S. President Donald Trump for his speech against Iran on Friday, seeing an opportunity to change the 2015 nuclear deal with Tehran as well as Iranian conduct in the region.",2017-10-13 17:59:11
"Saudi Arabia welcomed the new U.S. policy toward Iran and said lifting sanctions had allowed Iran to develop its ballistic missile program and step up its support for militant groups, state news agency SPA reported on Friday.",2017-10-13 17:49:38
"Israel's intelligence minister said U.S. President Donald Trump's speech against the 2015 international nuclear deal with Iran on Friday was ""very significant"" and could lead to war given threats that preceded it from Tehran.",2017-10-13 17:47:07
"U.S. President Donald Trump struck a blow against the 2015 Iran nuclear agreement on Friday in defiance of other world powers, choosing not to certify that Tehran is complying with the deal.",2017-10-13 17:18:03
"U.S. President Donald Trump struck a blow against the 2015 Iran nuclear agreement on Friday in defiance of other world powers, choosing not to certify that Tehran is complying with the deal.",2017-10-13 17:18:03
"U.S. President Donald Trump will strike a blow against the 2015 Iran nuclear agreement on Friday in defiance of other world powers, choosing not to certify that Tehran is complying with the deal in a major reversal of U.S. policy.",2017-10-13 16:42:09
"President Donald Trump's call for Congress to toughen the Iran nuclear deal faced opposition on Friday from among the ranks of his fellow Republicans as well as from Democrats, narrowing the chances any legislation could pass.",2017-10-13 16:11:06
"U.S. President Donald Trump struck a blow against the 2015 Iran nuclear agreement on Friday in defiance of other world powers, choosing not to certify that Tehran is complying with the deal and warning he might ultimately terminate it.",2017-10-13 15:34:36
"U.S. President Donald Trump struck a blow against the 2015 Iran nuclear agreement on Friday in defiance of other world powers, choosing not to certify that Tehran is complying with the deal and warning he might ultimately terminate it.",2017-10-13 15:34:36
"A looming ramp-up in U.S. sanctions on Tehran will further spook potential buyers of Iranian oil although supplies to Europe will most likely remain uninterrupted, top trading houses told the Reuters Global Commodities Summit this week.",2017-10-13 14:29:28
"A looming ramp-up in U.S. sanctions on Tehran will further spook potential buyers of Iranian oil although supplies to Europe will most likely remain uninterrupted, top trading houses told the Reuters Global Commodities Summit this week.",2017-10-13 14:29:28
"Kurdish authorities said on Friday they had sent thousands more troops to Kirkuk to confront ""threats"" of Iraqi military attack, but also slightly pulled back defense lines around the disputed oil-producing area to ease tensions.",2017-10-13 08:12:44
The following are the top stories in the Wall Street Journal. Reuters has not verified these stories and does not vouch for their accuracy.,2017-10-13 04:22:52
"China's imports and exports grew at a faster pace in September than in the previous month, suggesting the world's second-biggest economy is still expanding at a healthy clip despite widespread forecasts of an eventual slowdown.",2017-10-13 03:52:51
"China's imports and exports grew at a faster pace in September than in the previous month, suggesting the world's second-biggest economy is still expanding at a healthy clip despite widespread forecasts of an eventual slowdown.",2017-10-13 03:52:51
"Oil prices on Friday closed at their highest level in October on bullish news from strong Chinese oil imports, U.S. President Donald Trump's decision not to certify that Iran is complying with a nuclear agreement and other tensions in the Middle East.",2017-10-13 00:49:48
"The freeing of a kidnapped U.S.-Canadian couple and their three children in Pakistan is a positive sign and a recognition of how seriously Islamabad takes the protection of American citizens, a senior U.S. military official said on Thursday.",2017-10-12 18:29:22
"U.S. President Donald Trump's expected move to ""de-certify"" the international nuclear deal with Iran is driving a wedge between Europe and the United States and bringing Europeans closer to Russia and China, Germany said on Thursday.",2017-10-12 18:15:47
"President Donald Trump will lay out a more confrontational strategy toward Iran by the United States on Friday in a speech in which he is likely to strike a blow at an international Iran nuclear deal, complicating U.S. relations with European allies.",2017-10-12 18:15:46
